rollout/ep_rew_mean,time/fps,time/episodes,time/total_timesteps,rollout/exploration_rate,time/time_elapsed,rollout/ep_len_mean,eval/mean_reward,eval/mean_ep_length,train/loss,train/n_updates,train/learning_rate
-7.55,521,3792,1820350,0.01,3488,4129.18,,,0.006080465391278267,430087,0.0001
-7.34,521,3796,1824928,0.01,3496,4155.56,,,0.008303982205688953,431231,0.0001
-7.14,522,3800,1829740,0.01,3504,4208.98,,,0.009571739472448826,432434,0.0001
-7.24,522,3804,1834185,0.01,3512,4220.93,,,0.008148770779371262,433546,0.0001
-7.03,522,3808,1838149,0.01,3519,4231.91,,,0.04517760127782822,434537,0.0001
-6.93,522,3812,1842243,0.01,3526,4252.12,,,0.006470310036092997,435560,0.0001
-6.88,522,3816,1846563,0.01,3534,4248.73,,,0.008752462454140186,436640,0.0001
-6.96,522,3820,1850536,0.01,3541,4236.85,,,0.010755178518593311,437633,0.0001
-6.8,522,3824,1854972,0.01,3549,4229.39,,,0.008921387605369091,438742,0.0001
-7.07,522,3828,1858789,0.01,3556,4221.78,,,0.026260459795594215,439697,0.0001
-7.02,522,3832,1863762,0.01,3565,4256.33,,,0.006610476411879063,440940,0.0001
-7.22,522,3836,1867496,0.01,3571,4255.03,,,0.010059702210128307,441873,0.0001
-7.27,522,3840,1871157,0.01,3578,4224.72,,,0.013104800134897232,442789,0.0001
-7.0,523,3844,1875662,0.01,3586,4266.81,,,0.003364359959959984,443915,0.0001
-6.85,523,3848,1879893,0.01,3593,4293.43,,,0.01814126968383789,444973,0.0001
-6.79,523,3852,1884113,0.01,3601,4312.0,,,0.006066293455660343,446028,0.0001
-6.8,523,3856,1888590,0.01,3609,4314.74,,,0.022852417081594467,447147,0.0001
-6.53,523,3860,1893170,0.01,3617,4365.27,,,0.006327223964035511,448292,0.0001
-6.39,523,3864,1897516,0.01,3625,4381.37,,,0.006946825888007879,449378,0.0001
,,,1900000,0.01,,,-6.55,4213.75,0.04142769053578377,449999,0.0001
-6.49,519,3868,1901705,0.01,3659,4368.17,,,0.014272087253630161,450426,0.0001
-6.5,519,3872,1906614,0.01,3668,4388.85,,,0.00407490786164999,451653,0.0001
-6.59,519,3876,1910923,0.01,3675,4374.54,,,0.004267135169357061,452730,0.0001
-6.55,519,3880,1915142,0.01,3683,4355.96,,,0.016513844951987267,453785,0.0001
-6.64,520,3884,1918794,0.01,3689,4326.21,,,0.002577701350674033,454698,0.0001
-6.6,520,3888,1922551,0.01,3696,4309.31,,,0.007847831584513187,455637,0.0001
-6.68,520,3892,1926532,0.01,3703,4268.38,,,0.010132993571460247,456632,0.0001
-6.69,520,3896,1930491,0.01,3710,4243.43,,,0.0029495111666619778,457622,0.0001
-6.75,520,3900,1934397,0.01,3717,4207.1,,,0.03713582083582878,458599,0.0001
-6.77,520,3904,1938631,0.01,3725,4198.54,,,0.017685284838080406,459657,0.0001
-6.78,520,3908,1943013,0.01,3733,4215.33,,,0.013638925738632679,460753,0.0001
-6.8,520,3912,1946616,0.01,3739,4196.05,,,0.010565362870693207,461653,0.0001
-6.84,520,3916,1950304,0.01,3745,4170.5,,,0.0050484538078308105,462575,0.0001
-6.68,520,3920,1954675,0.01,3753,4186.31,,,0.018135275691747665,463668,0.0001
-6.84,520,3924,1958891,0.01,3761,4177.68,,,0.0033762259408831596,464722,0.0001
-6.71,520,3928,1963165,0.01,3768,4195.84,,,0.007085542194545269,465791,0.0001
-6.86,520,3932,1967360,0.01,3776,4164.68,,,0.004046912770718336,466839,0.0001
-6.68,521,3936,1971471,0.01,3783,4179.93,,,0.011526709422469139,467867,0.0001
-6.63,521,3940,1975235,0.01,3790,4184.32,,,0.00957734975963831,468808,0.0001
-6.69,521,3944,1979293,0.01,3797,4166.56,,,0.0028130407445132732,469823,0.0001
-6.44,521,3948,1984392,0.01,3806,4200.89,,,0.007221098989248276,471097,0.0001
-6.39,521,3952,1988933,0.01,3814,4213.7,,,0.006527029909193516,472233,0.0001
-6.44,521,3956,1993102,0.01,3822,4201.57,,,0.004230491351336241,473275,0.0001
-6.56,521,3960,1997534,0.01,3830,4195.82,,,0.0020644296891987324,474383,0.0001
,,,2000000,0.01,,,-4.65,4975.55,0.0038267469499260187,474999,0.0001
